affiliation_no,school_code,name,address,district,state,country,pincode,pincode_source,level,affiliated_from,affiliated_to,school_type,medium,gender,year_founded,managing_trust,website,source_url,captured_on
1000001,54070,PM SHRI KENDRIYA VIDYALAYA NO. 1,OPP CENTRAL INDIA FLOUR MILLS BHOPAL MADHYA PRADESH,BHOPAL,MADHYA PRADESH,India,462011,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.kv1bhopal.edu.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000001,2026-08-25
1000002,54068,PM SHRI KENDRIYA VIDYALAYA,AIR FORCE STATION AMLA POST AMLA DEPOT BETUL DISTT MADHYA PRADESH,BETUL,MADHYA PRADESH,India,460553,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://afsamla.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000002,2026-08-25
1000003,54082,KENDRIYA VIDYALAYA NO 1,SHAKTI NAGAR GWALIOR MADHYA PRADESH,GWALIOR,MADHYA PRADESH,India,474002,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no1gwalior.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000003,2026-08-25
1000004,54086,PM SHRI KENDRIYA VIDYALAYA NO. II,A F S MAHARAJPUR GWALIOR MADHYA PRADESH,GWALIOR,MADHYA PRADESH,India,474020,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no2gwalior.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000004,2026-08-25
1000005,54100,PM SHRI KENDRIYA VIDYALAYA NO 1,G.C.F.(ESTATE) JABALPUR MADHYA PRADESH,JABALPUR,MADHYA PRADESH,India,482011,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.no1jabalpurgfc.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000005,2026-08-25
1000006,54095,PM SHRI KENDRIYA VIDYALAYA,STC AREA JABALPUR MADHYA PRADESH,JABALPUR,MADHYA PRADESH,India,482001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no1stcjabalpur.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000006,2026-08-25
1000007,54114,PM SHRI KENDRIYA VIDYALAYA NO 1,10 MALL ROAD OPP CANTT BOARD OFFICE SAGAR CANTT MADHYA PRADESH,SAGAR,MADHYA PRADESH,India,470001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no1sagarcantt.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000007,2026-08-25
1000008,54091,PM SHRI KENDRIYA VIDYALAYA,PACHMARHI HOSHANGABAD DISTT MADHYA PRADESH,NARMADAPURAM,MADHYA PRADESH,India,461881,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://pachmarhi.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000008,2026-08-25
1000009,54111,PM SHRI KENDRIYA VIDYALAYA,C R P F CAMPUS NEEMUCH MADHYA PRADESH,NEEMUCH,MADHYA PRADESH,India,458441,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.crpfneemuch.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000009,2026-08-25
1000010,54072,PM SHRI KENDRIYA VIDYALAYA,3 EME CENTRE BAIRAGARH BHOPAL MADHYA PRADESH,BHOPAL,MADHYA PRADESH,India,462031,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.bairagarh.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000010,2026-08-25
1000011,54109,PM SHRI KENDRIYA VIDYALAYA,92 CUNNINGHAM ROAD OPP SWARG MANDIR MHOW DISTT INDORE MADHYA PRADESH,INDORE,MADHYA PRADESH,India,453441,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://mhow.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000011,2026-08-25
1000012,54078,PM SHRI KENDRIYA VIDYALAYA,BANK NOTE PRESS DEWAS MADHYA PRADESH,DEWAS,MADHYA PRADESH,India,455001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.dewas.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000012,2026-08-25
1000013,54067,KENDRIYA VIDYALAYA,SARNI BETUL MADHYA PRADESH,BETUL,MADHYA PRADESH,India,460447,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://wclsarni.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000013,2026-08-25
1000014,54092,PM SHRI KENDRIYA VIDYALAYA NO 1,RESIDENCY CLUB ROAD INDORE MADHYA PRADESH,INDORE,MADHYA PRADESH,India,452001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no1indore.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000014,2026-08-25
1000015,54087,PM SHRI KENDRIYA VIDYALAYA NO 1,ORDNANCE FACTORY ESTATE ITARSI DT HOSHANGABAD MADHYA PRADESH,NARMADAPURAM,MADHYA PRADESH,India,461122,cbse_2018_dataset,Senior Secondary Level,,,KVS,,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no1itarasi.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000015,2026-08-25
1000016,54125,KENDRIYA VIDYALAYA,N D C P O SINGRAULI COLLIERY SIDHI DISTT MADHYA PRADESH,SINGRAULI,MADHYA PRADESH,India,486889,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://singrauli.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000016,2026-08-25
1000017,54103,PM SHRI KENDRIYA VIDYALAYA NO 1,ORDNANCE FACTORY EASTLAND ESTATE P O KATNI MADHYA PRADESH,KATNI,MADHYA PRADESH,India,483503,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no1ofkatni.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000017,2026-08-25
1000018,54088,PM SHRI KENDRIYA VIDYALAYA,S.P.M HOSHANGABAD MADHYA PRADESH,NARMADAPURAM,MADHYA PRADESH,India,461005,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://hoshangabad.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000018,2026-08-25
1000019,54106,KENDRIYA VIDYALAYA,NEPANAGAR DISTT BURHANPUR MADHYA PRADESH,BURHANPUR,MADHYA PRADESH,India,450221,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://nepanagar.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000019,2026-08-25
100002,59511,PM SHRI KENDRIYA VIDYALAYA,PICKET SECUNDERABAD ANDHRA PRADESH,KRISHNA,ANDHRA PRADESH,India,500009,board,Senior Secondary Level,2020-04-01,2030-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1964,kendriya vidyalaya sangathan,http://www.picket.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100002,2026-08-25
1000020,54097,PM SHRI KENDRIYA VIDYALAYA NO 1,ORDNANCE FACTORY KHAMARIA JABALPUR MADHYA PRADESH,JABALPUR,MADHYA PRADESH,India,482005,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.kvofkjabalpur.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000020,2026-08-25
1000021,54129,PM SHRI KENDRIYA VIDYALAYA,DEWAS ROAD NAGZIRI UJJAIN MADHYA PRADESH,UJJAIN,MADHYA PRADESH,India,456010,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.ujjain.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000021,2026-08-25
1000022,54116,PM SHRI KENDRIYA VIDYALAYA,ARMY CAMP DHANA SAGAR DISTT MADHYA PRADESH,SAGAR,MADHYA PRADESH,India,470228,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://dhana.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000022,2026-08-25
1000023,54083,PM SHRI KENDRIYA VIDYALAYA NO 3,7 TAGORE NAGAR UNIVERSITY ROAD THALPUR MORAR CANTT GWALIOR MADHYA PRADESH,GWALIOR,MADHYA PRADESH,India,474006,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.no3gwalior.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000023,2026-08-25
1000024,54094,PM SHRI KENDRIYA VIDYALAYA,CMM JABALPUR MADHYA PRADESH,JABALPUR,MADHYA PRADESH,India,482001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://aocjabalpur.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000024,2026-08-25
1000025,54113,PM SHRI KENDRIYA VIDYALAYA,CIVIL LINES REWA MADHYA PRADESH,REWA,MADHYA PRADESH,India,486001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no1rewa.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000025,2026-08-25
1000026,54122,KENDRIYA VIDYALAYA,S E C L P O DHANPURI SHAHDOL DISTT MADHYA PRADESH,SHAHDOL,MADHYA PRADESH,India,484114,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.secldhanpuri.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000026,2026-08-25
1000027,54121,KENDRIYA VIDYALAYA,JAMUNA COLLIERY DISTT ANUPPUR MADHYA PRADESH,ANUPPUR,MADHYA PRADESH,India,484444,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://jamunacolliery.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000027,2026-08-25
1000028,54098,PM SHRI KENDRIYA VIDYALAYA,VEHICLE FACTORY ESTATE SECTOR-2 JABALPUR MADHYA PRADESH,JABALPUR,MADHYA PRADESH,India,482009,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://vfjabalpur.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000028,2026-08-25
100003,59513,PM SHRI KENDRIYA VIDYALAYA,P.O. TRIMULGHERRY SECUNDERABAD ANDHRA PRADESH,KRISHNA,ANDHRA PRADESH,India,500015,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1963,KENDRIYA VIDYALAYA SANGATHAN,http://www.trimulghery.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100003,2026-08-25
1000030,54107,PM SHRI KENDRIYA VIDYALAYA KHARGONE,KASARAWAD ROAD KHARGONE MADHYA PRADESH,KHARGONE,MADHYA PRADESH,India,451001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.khargone.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000030,2026-08-25
1000031,54127,PM SHRI KENDRIYA VIDYALAYA,I T B P CAMPUS NEAR KALIMAI TEMPLE SHIVPURI MADHYA PRADESH,SHIVPURI,MADHYA PRADESH,India,473554,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://itbpshivpuri.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000031,2026-08-25
1000032,54093,PM SHRI KENDRIYA VIDYALAYA NO 2,BSF CAMPUS BIJASAN ROAD INDORE MADHYA PRADESH,INDORE,MADHYA PRADESH,India,452005,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.no2indore.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000032,2026-08-25
1000033,54076,KENDRIYA VIDYALAYA,BARKUHI PO CHANDAMETTA DISTT CHHINDWARA MADHYA PRADESH,CHHINDWARA,MADHYA PRADESH,India,480447,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.chandametta.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000033,2026-08-25
1000034,54119,PM SHRI KENDRIYA VIDYALAYA,NEAR PROFESSORS COLONY BHOPAL NAKA SEHORE MADHYA PRADESH,SEHORE,MADHYA PRADESH,India,466001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.kvsehoremp.org,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000034,2026-08-25
1000035,54112,PM SHRI VIDYALAYA RATLAM,SAGOD ROAD KHAITALPUR POST BIBROD RATLAM (MADHYA PRADESH),RATLAM,MADHYA PRADESH,India,457001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://ratlam.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000035,2026-08-25
1000036,54128,PM SHRI KENDRIYA VIDYALAYA,P O KARERA ITBP DISTT SHIVPURI MADHYA PRADESH,SHIVPURI,MADHYA PRADESH,India,473662,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.itbpkarera.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000036,2026-08-25
1000037,54084,PM SHRI KENDRIYA VIDYALAYA NO.4,AIR FORCE STATION MAHARAJPUR GWALIOR MADHYA PRADESH,GWALIOR,MADHYA PRADESH,India,474020,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no4gwaliorafs.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000037,2026-08-25
1000038,54089,PM SHRI KENDRIYA VIDYALAYA NO 2,C P E ITARSI DT. HOSHANGABAD MADHYA PRADESH,NARMADAPURAM,MADHYA PRADESH,India,461114,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no2itarasi.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000038,2026-08-25
1000039,54130,KENDRIYA VIDYALAYA,S E C L NOWROZABAD DT UMARIA MADHYA PRADESH,UMARIA,MADHYA PRADESH,India,484555,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://seclnowrozabad.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000039,2026-08-25
1000040,54080,PM SHRI KENDRIYA VIDYALAYA,NANA KHEDI GUNA MADHYA PRADESH,GUNA,MADHYA PRADESH,India,473001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://guna.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000040,2026-08-25
1000041,54105,PM SHRI KENDRIYA VIDYALAYA,HARSUD NAKA ROAD KHANDWA MADHYA PRADESH,KHANDWA,MADHYA PRADESH,India,450001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.khandwa.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000041,2026-08-25
1000042,54073,PM SHRI KENDRIYA VIDYALAYA RAJGARH,RAJGARH KHILCHIPUR ROAD BIAORA MADHYA PRADESH,RAJGARH,MADHYA PRADESH,India,465661,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://rajgarh.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000042,2026-08-25
1000043,54126,KENDRIYA VIDYALAYA,CENTRAL WORKSHOP JAYANT PROJECT DT. SIDHI MADHYA PRADESH,SINGRAULI,MADHYA PRADESH,India,486890,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://jayantcolliery.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000043,2026-08-25
1000044,54096,PM SHRI KENDRIYA VIDYALAYA NO 2,G C F ESTATE UPPERLINES JABALPUR MADHYA PRADESH,JABALPUR,MADHYA PRADESH,India,482011,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no2jabalpurgcf.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000044,2026-08-25
1000046,54110,PM SHRI KENDRIYA VIDYALAYA,NARSINGHPUR DISTT. MADHYA PRADESH,NARSINGHPUR,MADHYA PRADESH,India,487001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://narsingpur.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000046,2026-08-25
1000047,54115,PM SHRI KENDRIYA VIDYALAYA,BINA OPP. RAILWAY STATION DISTT SAGAR MADHYA PRADESH,SAGAR,MADHYA PRADESH,India,470113,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.bina.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000047,2026-08-25
1000049,54120,PM SHRI KENDRIYA VIDYALAYA,PM SHRI KENDRIYA VIDYALAYA KALYANPUR SHAHDOL MADHYA PRADESH,SHAHDOL,MADHYA PRADESH,India,484001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.shahadol.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000049,2026-08-25
1000050,54118,PM SHRI KENDRIYA VIDYALAYA,NEAR TRANSPORT NAGAR REWA ROAD SATNA MADHYA PRADESH,SATNA,MADHYA PRADESH,India,485001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no1satna.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000050,2026-08-25
1000051,54108,PM SHRI KENDRIYA VIDYALAYA,C I S F COMPLEX BARWAHA DISTT. KHARGONE MADHYA PRADESH,KHARGONE,MADHYA PRADESH,India,451115,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://cisfbarwaha.kvs.ac.in/en/cbse-mandatory-public-discl,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000051,2026-08-25
1000053,54099,PM SHRI KENDRIYA VIDYALAYA,C.O.D GOKULPUR JABALPUR MADHYA PRADESH,JABALPUR,MADHYA PRADESH,India,482010,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K.V.S,https://codjabalpur.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000053,2026-08-25
1000054,54077,PM SHRI KENDRIYA VIDYALAYA DAMOH,KILLAI NAKA BALAKOT ROAD DAMOH MADHYA PRADESH,DAMOH,MADHYA PRADESH,India,470661,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K.V.S,https://damoh.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000054,2026-08-25
1000055,54071,PM SHRI KENDRIYA VIDYALAYA NO 2,SHIVAJI NAGAR BEHIND 7 NO BUS STOP BHOPAL MADHYA PRADESH,BHOPAL,MADHYA PRADESH,India,462016,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no2bhopal.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000055,2026-08-25
1000056,54123,PM SHRI KENDRIYA VIDYALAYA SEONI,"BARGHAT ROAD, DUNDASEONI, SEONI, MADHYA PRADESH",SEONI,MADHYA PRADESH,India,480661,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.kvseoni.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000056,2026-08-25
1000057,54075,PM SHRI KENDRIYA VIDYALAYA,CHHINDWARA MADHYA PRADESH,CHHINDWARA,MADHYA PRADESH,India,480001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.chhindwara.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000057,2026-08-25
1000058,54079,PM SHRI KENRIYA VIDYALAYA,P.O.DHAR FORT CAMPUS MADHYA PRADESH,DHAR,MADHYA PRADESH,India,454001,cbse_2018_dataset,Senior Secondary Level,,,KVS,,,,K V S,http://www.dhar.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000058,2026-08-25
1000059,54066,PM SHRI KENRIYA VIDYALAYA,BALAGHAT POST BHARWELI DISTT BALAGHAT MADHYA PRADESH,BALAGHAT,MADHYA PRADESH,India,481102,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,http://balaghat.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000059,2026-08-25
1000060,54074,PM SHRI KENDRIYA VIDAYALAYA,"MAHOBA ROAD, OPP. RTO OFFICE, CHHATARPUR MADHYA PRADESH",CHHATARPUR,MADHYA PRADESH,India,471001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,https://chhattarpur.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000060,2026-08-25
1000061,54101,KENDRIYA VIDYALAYA,"TROPICAL FOREST RESEARCH INSTITUTE, MANDLA ROAD, JABALPUR MADHYA PRADESH",JABALPUR,MADHYA PRADESH,India,482021,cbse_2018_dataset,Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.tfrijabalpur.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000061,2026-08-25
1000062,54085,PM SHRI KENDRIYA VIDYALAYA NO 5,SHASTRI NAGAR GWALIOR MADHYA PRADESH,GWALIOR,MADHYA PRADESH,India,474011,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,https://no5gwalior.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000062,2026-08-25
1000063,54102,KENDRIYA VIDYALAYA,GAIL JHABUA MADHYA PRADESH,JHABUA,MADHYA PRADESH,India,457661,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,http://www.jhabuagail.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000063,2026-08-25
1000064,54081,KENDRIYA VIDYALAYA,GAIL VIJAIPUR GUNA MADHYA PRADESH,GUNA,MADHYA PRADESH,India,473112,cbse_2018_dataset,Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,https://gailvijayapur.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000064,2026-08-25
1000065,54090,PM SHRI KENDRIYA VIDYALAYA,SEONI MALWA DISTT HOSHANGABAD MADHYA PRADESH,NARMADAPURAM,MADHYA PRADESH,India,461223,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,http://www.seonimalwa.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000065,2026-08-25
1000066,54124,PM SHRI KENDRIYA VIDYALAYA,SIDHI MADHYA PRADESH,SIDHI,MADHYA PRADESH,India,486661,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,https://sidhi.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000066,2026-08-25
