affiliation_no,school_code,name,address,district,state,country,pincode,pincode_source,level,affiliated_from,affiliated_to,school_type,medium,gender,year_founded,managing_trust,website,source_url,captured_on
3420121,68071,GANDHI MEMORIAL DISTRICT C.M SCHOOL OF EXCELLENCE,"RAMGARH CANT, RAMGARH",RAMGARH,JHARKHAND,India,829122,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1948,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,https://jepc.jharkhand.gov.in/sW?udise=20241411505,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420121,2026-08-25
3420122,68072,"KGBV CM SCHOOL OF EXCELLENCE, SUNDERPAHARI, GODDA","SUNDERPAHARI, GODDA",GODDA,JHARKHAND,India,814156,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2008,DEPT OF SCHOOL EDUCATION AND LITERACY,https://jepc.jharkhand.gov.in/sW?udise=20080302304,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420122,2026-08-25
3420123,68073,CM SCHOOL OF EXCELLENCE GIRLS PAKUR,"HARINDANGA BAZAR, POST - PAKUR",PAKUR,JHARKHAND,India,816107,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1951,Department of School Education and Literacy,https://jepc.jharkhand.gov.in/sW?udise=20101017103,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420123,2026-08-25
3420124,68074,TVS CM SCHOOL OF EXCELLENCE JAGANNATHPUR RANCHI,"P.O DHURWA, P.S - JAGANNATHPUR",RANCHI,JHARKHAND,India,834004,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1951,Department of School Education and Literacy,https://tvsschoolranchi.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420124,2026-08-25
3420125,68075,CM SCHOOL OF EXCELLENCE TANTNAGAR,"PO - TANTNAGAR, PS - MANJHARI",WEST SINGHBHUM,JHARKHAND,India,833201,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2012,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,https://jepc.jharkhand.gov.in/sW?udise=20172202505,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420125,2026-08-25
3420126,68076,K.G.B.V. CM SCHOOL OF EXCELLENCE,"LATEHAR, LATEHAR",LATEHAR,JHARKHAND,India,829206,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2005,Department of School Education and Literacy,https://kgbvcmsoelatehar.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420126,2026-08-25
3420127,68077,"KGBV CM SCHOOL OF EXCELLENCE,KASMAR,BOKARO","POST- PONDA, P.S.- KASMAR",BOKARO,JHARKHAND,India,827302,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2007,Department of School Education and Literacy,https://cmsoekgbvkasmar.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420127,2026-08-25
3420128,68078,"KGBV CM SCHOOL OF EXCELLENCE, CHATRA","CHATRA, CHATRA",CHATRA,JHARKHAND,India,825401,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2006,SCHOOL EDUCATION AND LITERACY DEPARTMENT JHARKHAND,https://jepc.jharkhand.gov.in/sW?udise=20030230907,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420128,2026-08-25
3420129,68079,"R.K. CM SCHOOL OF EXCELLENCE GIRLS, GARHWA","OPPOSITE SADAR HOSPITAL, P.O.-GARHWA, GARHWA",GARHWA,JHARKHAND,India,822114,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1971,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,https://girlsschoolgarhwa.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420129,2026-08-25
3420130,68080,CM SOE GIRLS KHUNTI,"PO- KHUNTI, PS- KHUNTI",KHUNTI,JHARKHAND,India,835210,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1978,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,https://www.cmsoegirlskhunti.in/udise=20230609914,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420130,2026-08-25
3420131,68081,KGBV CM SCHOOL OF EXCELLENCE JAMSHEDPUR,"BYANGBIL, SUNDARNAGAR",EAST SINGHBHUM,JHARKHAND,India,832107,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2007,Department of School Education and Literacy Jharkhand,https://www.kgbvjamshedpur.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420131,2026-08-25
3420132,68082,"CM SCHOOL OF EXCELLENCE GIRLS, JAMTARA","NEW TOWN JAMTARA, PO- JAMTARA",JAMTARA,JHARKHAND,India,815351,board,Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1956,Department of School Education and Literacy Jharkhand,https://www.cmsoegirlsjamtara.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420132,2026-08-25
3420133,68083,S S GIRLS HIGH SCHOOL RAMGARH CANTT,"NEHRU ROAD, RAMGARH CANT",RAMGARH,JHARKHAND,India,829122,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1959,DEPARTMENT OF SCHOOL EDUCATION AND LITRECY,https://jepc.jharkhand.gov.in/sW?udise=20241411503,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420133,2026-08-25
3420134,68084,"KGBV CM SCHOOL OF EXCELLENCE, GARHWA.","P.O.- SOH, GARHWA",GARHWA,JHARKHAND,India,822114,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2005,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,https://jepc.jharkhand.gov.in/sW?udise=20010407803,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420134,2026-08-25
3420135,68085,"KGBV CM SCHOOL OF EXCELLENCE,SAHIBGANJ","SAHIBGANJ, SAHIBGANJ",SAHEBGANJ,JHARKHAND,India,816109,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2006,SCHOOL EDUCATION AND LITERACY DEPARTMENT,https://jepc.jharkhand.gov.in/sW?udise=20090103005,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420135,2026-08-25
3420136,68086,KGBV KARRA,"P O - SANGOR, P S - KARRA",KHUNTI,JHARKHAND,India,835209,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2006,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,https://jepc.jharkhand.gov.in/sW?udise=20230408712,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420136,2026-08-25
3420137,68087,"CM SCHOOL OF EXCELLENCE GIRLS, SAKCHI","INFRONT OF UTKAL ASSOCIATION, SAKCHI",EAST SINGHBHUM,JHARKHAND,India,831001,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1981,Department of Schools Education and Literacy,https://balikavidyalayajsr.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420137,2026-08-25
3420138,68088,"CM SCHOOL OF EXCELLENCE GIRLS, DUMKA","DUMKA RAMPURHAT ROAD, NH 114 A",DUMKA,JHARKHAND,India,814101,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1951,SCHOOL EDUCATION AND LITERACY DEPARTMENT JHARKHAND,http://www.cmsoegirlsdumka.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420138,2026-08-25
3420139,68089,KASTUBA GANDHI AWASIYA BALIKA VIDYALAYA JAMTARA,"PO MEJIYA, PIN CODE- 815351",JAMTARA,JHARKHAND,India,815351,board,Senior Secondary Level,,,,,,,,https://kgbvcmsoejamtara.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420139,2026-08-25
3420140,68090,KGBV CM SCHOOL OF EXCELLANCE DHANBAD,"GOPALGANJ, NIRSA",DHANBAD,JHARKHAND,India,828205,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2006,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,https://www.kgbvnirsa.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420140,2026-08-25
3420141,68091,CM SOE GIRLS LATEHAR,"LATEHAR, LATEHAR",LATEHAR,JHARKHAND,India,829206,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1957,Department of School Education and Literacy Jharkhand,http://www.cmsoegirlslatehar.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420141,2026-08-25
3420142,68092,CM SCHOOL OF EXCELLENCE MASALIA,"P.O- KENDRAGHATA, BLOCK-MASLIA",DUMKA,JHARKHAND,India,814167,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2011,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,http://soemasaliadumka.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420142,2026-08-25
3420143,68093,CM SOE BARHI,"BUNDU 2, BARHI, BUNDU 2, BARHI",HAZARIBAGH,JHARKHAND,India,825405,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2012,School Education and Literacy Department,https://jepc.jharkhand.gov.in/sW?udise=20040107111,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420143,2026-08-25
3420144,68094,KGBV GUMLA,"TTC CAMPUS, NEAR ZILA SCHOOL GUMLA",GUMLA,JHARKHAND,India,835207,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2007,SCHOOL EDUCATION AND LITRACY DEPARTMENT,https://jepc.jharkhand.gov.in/sW?udise=20160819505,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420144,2026-08-25
3420145,68095,KGBV CM SOE JAINAGAR,"THANA- JAINAGAR, DISTRICT- KODERMA",KODERMA,JHARKHAND,India,825109,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2007,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,http://www.kgbvsoekoderma.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420145,2026-08-25
3420146,68096,KGBV NAMKUM,"NAMKUM, RANCHI",RANCHI,JHARKHAND,India,834010,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2006,Department of School Education and Literacy,https://jepc.jharkhand.gov.in/sW?udise=20140806605,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420146,2026-08-25
3420147,68097,CM SCHOOL OF EXCELLENCE GIRLS HAZARIBAG,"NEAR NEW BUS STAND, POST OFFICE CHOWK",HAZARIBAGH,JHARKHAND,India,825301,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1950,School Education and Literacy Department Jharkhand,https://jepc.jharkhand.gov.in/sW?udise=20040812405,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420147,2026-08-25
3420148,68098,"KGBV CM SCHOOL OF EXCELLENCE, GIRIDIH","AT-MATHADIH, PO-CHAITADIH GIRIDIH",GIRIDIH,JHARKHAND,India,815301,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2006,SCHOOL EDUCATION AND LITRACY DEPARTMENT OF JHARKHAND,http://www.kgbvcmsoegiridih.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420148,2026-08-25
3420149,68099,CM SOE GIRLS GUMLA,"JASHPUR ROAD, GUMLA",GUMLA,JHARKHAND,India,835207,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1975,SCHOOL EDUCATION AND LITRACY DEPARTMENT,https://jepc.jharkhand.gov.in/sW?udise=20160806206,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420149,2026-08-25
3420150,68100,"SIR J.C. BOSE CM SCHOOL OF EXCELLENCE GIRLS, GIRIDIH","NEAR JHANDA MAIDAN, GIRIDIH",GIRIDIH,JHARKHAND,India,815301,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1910,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY JHARKHAND,http://www.sirjcbosecmsoegiridih.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420150,2026-08-25
3420151,68101,KGBV CM SOE CHAINPUR,"KOLHUA, CHAINPUR",PALAMU,JHARKHAND,India,822110,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2005,SCHOOL EDUCATION AND LITERACY DEPARTMENT JHARKHAND,https://jepc.jharkhand.gov.in/sW?udise=20021006903,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420151,2026-08-25
3420152,68102,CM SCHOOL OF EXCELLENCE BERHAIT,"BERHAIT, SAHIBGANJ",SAHEBGANJ,JHARKHAND,India,816102,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2011,SCHOOL EDUCATION AND LITERACY DEPARTMENT,https://cmsoeberhaitsahibganj.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420152,2026-08-25
3420153,68103,KGBV CM SCHOOL OF EXCELLENCE GIRLS CHURCHU HAZARIBAGH,"AT & POST - CHARHI, CHURHU, HAZARIBAGH, AT & POST - CHARHI, CHURHU, HAZARIBAGH",HAZARIBAGH,JHARKHAND,India,825336,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2007,School Education and Literacy Department,https://jepc.jharkhand.gov.in/sW?udise=20040602104,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420153,2026-08-25
3420154,68104,"CM SCHOOL OF EXCELLENCE, DUMRI","POST-BALTHARIYA, PS-NIMIYAGHAT DUMRI",GIRIDIH,JHARKHAND,India,825167,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2011,SCHOOL EDUCATION LITERACY DEPARTMENT OF JHARKHAND,http://www.cmsoedumrigiridih.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420154,2026-08-25
3420155,68105,KGBV CM SOE PAKUR,"MAL PAHARI ROAD, PAKUR",PAKUR,JHARKHAND,India,816107,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2008,Department of School Education and Literacy,http://www.kgbvcmsoepakur.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420155,2026-08-25
3420156,68106,DISTRICT CM SCHOOL OF EXCELLENCE SAKRIGALI,"SAKIGALI, TALJHARI",SAHEBGANJ,JHARKHAND,India,816115,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1957,SCHOOL EDUCATION AND LITERACY DEPARTMENT,https://jepc.jharkhand.gov.in/sW?udise=20090905703,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420156,2026-08-25
3420157,68107,"CM SCHOOL OF EXCELLENCE GIRLS SIMARIA,CHATRA","SIMARIYA, CHATRA",CHATRA,JHARKHAND,India,825103,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1985,SCHOOL EDUCATION AND LITERACY DEPARTMENT JHARKHAND,http://soegirlssimariachatra.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420157,2026-08-25
3420158,68108,"KGBV CM SCHOOL OF EXCELLENCE, DEOGHAR","JASIDIH, DEOGHAR",DEOGHAR,JHARKHAND,India,814152,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2006,Department of School Education and Literacy govt of jharkhand,https://jepc.jharkhand.gov.in/sW?udise=20070333405,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420158,2026-08-25
3420159,68109,KGBV CM SCHOOL OF EXCELLENCE SIMDEGA,"PO - SIMDEGA, PS - SIMDEGA",SIMDEGA,JHARKHAND,India,835223,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2010,SCHOOL EDUCATION AND LITERACY DEPARTMENT JHARKHAND,https://jepc.jharkhand.gov.in/sW?udise=20210417011,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420159,2026-08-25
3420160,68110,CM SCHOOL OF EXCELLENCE SCOTT GIRLS CHAIBASA,"BARA NIMDHI, JHINKPANI MAIN ROAD",WEST SINGHBHUM,JHARKHAND,India,833201,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT AIDED,,,1969,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,https://cmsoescottgirlschaibasa.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420160,2026-08-25
3420161,68111,"CM SCHOOL OF EXCELLENCE GIRLS, SAHIBGANJ","SAHIBGANJ, SAHIBGANJ",SAHEBGANJ,JHARKHAND,India,816109,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1998,SCHOOL EDUCATION AND LITERACY DEPARTMENT,https://jepc.jharkhand.gov.in/sW?udise=20090111203,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420161,2026-08-25
3420162,68112,CM SCHOOL OF EXCELLENCE GIRLS SIMDEGA,"PO - GOTRA, PS - SIMDEGA",SIMDEGA,JHARKHAND,India,835235,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1966,SCHOOL EDUCATION AND LITERACY DEPARTMENT,https://www.ssgirlshighschoolsimdega.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420162,2026-08-25
3420163,68113,KASTURBA CM SOE GIRLS LOHARDAGA,"POST - LOHARDAGA, PS - LOHARDAGA",LOHARDAGA,JHARKHAND,India,835302,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1952,Department of School Education and Literacy,https://soejharkhand.in/kcmssoegirlslohardaga,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420163,2026-08-25
3420164,68114,"KGBV CM SCHOOL OF EXCELLENCE, DUMKA","PO - MADHUWADIH, BLOCK - DUMKA",DUMKA,JHARKHAND,India,814101,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2007,SCHOOL EDUCATION AND LITERACY DEPARTMENT JHARKHAND GOVT,https://kgbvcmschoolofexcellancedumka.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420164,2026-08-25
3420165,68115,"CM SCHOOL OF EXCELLENCE, KANKE, RANCHI.","P.O NEORI VIKAS , KANKE",RANCHI,JHARKHAND,India,835217,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2012,DIRECTOR DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,https://modelschoolkanke.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420165,2026-08-25
3420166,68116,"CM SCHOOL OF EXCELLENCE GIRLS, MATRI MANDIR, DEOGHAR","DEOGHAR, DEOGHAR",DEOGHAR,JHARKHAND,India,814112,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1962,Department of School Education and Literacy,http://www.matrimandirschool.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420166,2026-08-25
3420167,68117,K.V.P.S.D.S.S +2 GIRLS HIGH SCHOOL SERAIKELLA,"PO/PS-SERAIKELLA, NEAR HATTANDI",SARAIKELA KHARSAWAN,JHARKHAND,India,833219,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1959,D.E.O. SERAIKELLA,https://jharkhand.gov.in/sW?udise=20202010702,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420167,2026-08-25
3420168,68118,K.G.B.V. RAMGARG KAITHA,"KAITHA, RAMGARH",RAMGARH,JHARKHAND,India,829122,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2006,DEPARTMENT OF SCHOOL EDUCATION AND LITRECY,https://jepc.jharkhand.gov.in/sW?udise=20241400104,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420168,2026-08-25
3420169,68119,"S.S.L.N.T. CM SCHOOL OF EXCELLENCE GIRLS, DHANBAD","PURANA BAZAR, PS- BANKMORE",DHANBAD,JHARKHAND,India,826001,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1958,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,https://soesslntdhanbad.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420169,2026-08-25
3420170,68120,"C.D. GIRLS CM SCHOOL OF EXCELLENCE, JHUMRI TELAIYA, KODERMA","PO- JHUMARI TELAIYA, DISTRICT- KODERMA",KODERMA,JHARKHAND,India,825409,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1966,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY JHARKHAND,https://jepc.jharkhand.gov.in/sW?udise=20050110312,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420170,2026-08-25
3420171,68121,CM SCHOOL OF EXCELLENCE GIRLS MEDININAGAR PALAMU,"WARD NO 21, IN FRONT OF NPU, MEDININAGAR",PALAMU,JHARKHAND,India,822101,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1950,JHARKHAND GOVERNMENT,https://soegirlsmedininagarpalamu.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420171,2026-08-25
3420172,68122,C M SCHOOL OF EXCELLENCE,"MANIKA, MANIKA",LATEHAR,JHARKHAND,India,822126,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2011,Department of School Education and Literacy Jharkhand,https://jepc.jharkhand.gov.in/sW?udise=20220301013,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420172,2026-08-25
3420173,68123,CM SCHOOL OF EXCELLENCE GIRLS GODDA,"POST OFFICE ROAD, GODDA",GODDA,JHARKHAND,India,814133,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1957,DEPT OF SCHOOL EDUCATION AND LITERACY,https://jepc.jharkhand.gov.in/sW?udise=20081000217,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420173,2026-08-25
3420174,68124,CM SCHOOL OF EXCELLENCE GIRLS BARIATU RANCHI,"BARIATU, RANCHI",RANCHI,JHARKHAND,India,834009,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1951,Department of School Education and Literacy,https://bariatugovtgirlsschool.com/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420174,2026-08-25
3420175,68125,KGBV CM SCHOOL OF EXCELLENCE CHAIBASA,"ZILA SCHOOL CAMPUS, DILYAMIRCHA",WEST SINGHBHUM,JHARKHAND,India,833201,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2007,DEPARTMENT OF SCHOOL EDUCATION AND LITERACY,https://kgbvcmsoechaibasa.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420175,2026-08-25
3420176,68126,"CM SCHOOL OF EXCELLENCE GIRLS ,NAWADIH, BOKARO","POST- NAWADIH, P.S.- NAWADIH",BOKARO,JHARKHAND,India,829144,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1985,Department of School Education and Literacy,http://www.cmsoegirlsnawadih.com,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420176,2026-08-25
3420177,68127,DISTRICT CM SCHOOL OF EXCELLENCE CHATRA,"GUDRI BAZAR, MAIN ROAD, CHATRA",CHATRA,JHARKHAND,India,825401,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,1941,SCHOOL EDUCATION AND LITERCY DEPARTMENT JHARKHAND,http://jepc.jharkhand.gov.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420177,2026-08-25
3420178,68128,KGBV CM SCHOOL OF EXCELLENCE SERAIKELLA,"PS- SERAIKELLA, NEAR CRPF CAMP",SARAIKELA KHARSAWAN,JHARKHAND,India,833220,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,GOVT,,,2007,D.E.O. SERAIKELLA,http://htpps://jepc.jharkhand.gov.in/sW?udise=20202010603,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420178,2026-08-25
3420179,68129,EKLAVYA MODEL RESIDENTIAL SCHOOL (EMRS) BARWADIH,"VILLAGE MANGRA , POST MANGRA , BLOCK BARWADIH",LATEHAR,JHARKHAND,India,822111,board,Secondary Level,2026-04-01,2031-03-31T00:00:00.000Z,EMRS,,,2024,National Education Society For Tribal Students (NESTS),https://emrs.jharkhand.gov.in/Barwadih,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420179,2026-08-25
3420180,68130,EKLAVYA MODEL RESIDENTIAL SCHOOL,"AT JHIMRI, BLOCK NIMDIH PO TIRULDIH , CHANDIL",SARAIKELA KHARSAWAN,JHARKHAND,India,832403,board,Secondary Level,2025-04-01,2030-03-31T00:00:00.000Z,EMRS,,,2022,NATIONAL EDUCATION SOCIETY,https://emrs.jharkhand.gov.in/jhimri#,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420180,2026-08-25
3420181,68131,EKLAVYA MODEL RESIDENTIAL SCHOOL (EMRS) NEGAIN,"VILL-NEGAIN, BLO-LATEHAR (829206), VILL-NEGAIN, BLO-LATEHAR (829206), VILL-NEGAIN, BLO-LATEHAR (829206)",LATEHAR,JHARKHAND,India,829206,board,Secondary Level,,,,,,,,https://emrs.jharkhand.gov.in/Negain,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420181,2026-08-25
3420182,68132,EKLAVYA MODEL RESIDENTIAL SCHOOL,"EKLAVYA MODEL RESIDENTIAL SCHOOL, VILLAGE-NAWATAND, BLOCK-TUNDI, THANA -TUNDI,POST OFFICE- MANIYADIH",DHANBAD,JHARKHAND,India,828142,board,Senior Secondary Level,2025-04-01,2030-03-31T00:00:00.000Z,EMRS,,,2024,NATIONAL EDUCATION SOCIETY FOR TRIBAL STUDENTS,https://emrstundi.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420182,2026-08-25
3420183,68133,EKLAVYA MODEL RESIDENTIAL SCHOOL (EMRS) GARU,"VILLAGE - HETHATOLA, BLOCK - GARU, DISTRICT- LATEHAR",LATEHAR,JHARKHAND,India,829204,board,Secondary Level,2026-04-01,2031-03-31T00:00:00.000Z,EMRS,,,2024,NATIONAL EDUCATION SOCIETY FOR TRIBAL STUDENTS (NESTS),https://emrs.jharkhand.gov.in/Garu,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/3420183,2026-08-25
