centre_number,name,address,district,state,pincode,pincode_source,programmes,school_type,registered_on,website,source_url,captured_on
IN770,Sanjeewan Vidyalaya,"Panchgani,Taluka : Mahabaleshwar,District Satara,Maharashtra, 412805,India",SATARA,MAHARASHTRA,412805,board,Upper Secondary,,2012-02-29,,https://connectedtot.com/find-a-cambridge-school/Details/sanjeewan-vidyalaya/,2026-08-25
IN771,C P Goenka International School Oshiwara,"A-21, Near Income Tax Quarters, Oshiwara, Andheri (West), Mumbai-400053",MUMBAI SUBURBAN,MAHARASHTRA,400053,board,Upper Secondary / Advanced,Day school,2012-03-20,http://www.cpgoenkainternationalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/c-p-goenka-international-school-oshiwara/,2026-08-25
IN773,Budding Minds International School,"Sri Annamachari Street,M S Subbulakshmi Nagar,Manimangalam,Kanchipuram District, Tamil Nadu, India",KANCHIPURAM,TAMIL NADU,601301,india_post_directory,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2013-01-25,http://www.buddingmindsinternationalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/budding-minds-international-school/,2026-08-25
IN774,National Public School,"32/P2, 17Th Main Road,Sector 4, Hsr Layout,Bangalore, Karnataka,560102,India",BENGALURU URBAN,KARNATAKA,560102,board,,,2013-02-14,,https://connectedtot.com/find-a-cambridge-school/Details/national-public-school/,2026-08-25
IN776,"National Public School, Chennai, Gopalapuram","228 Avvai Shanmugham Salai,Gopalapuram,Chennai 600086,Tamil Nadu,India",CHENNAI,TAMIL NADU,600086,board,Upper Secondary,,2013-06-20,,https://connectedtot.com/find-a-cambridge-school/Details/national-public-school-chennai-gopalapuram/,2026-08-25
IN778,Modern Vidya Niketan Sr. Secondary School,,FARIDABAD,HARYANA,121001,board,,,2025-01-23,,https://connectedtot.com/find-a-cambridge-school/Details/modern-vidya-niketan-sr-secondary-school/,2026-08-25
IN780,GEMS Cambridge International School,"Jalandhar,Phagwara - ByePass Road,Hoshiarpur,Punjab-146111,India",HOSHIARPUR,PUNJAB,146111,board,Upper Secondary / Advanced,Day school,2013-05-14,http://www.cishoshiarpur.com/,https://connectedtot.com/find-a-cambridge-school/Details/gems-cambridge-international-school/,2026-08-25
IN781,"The Blue Mountains School, Ooty","The Blue Mountains School, Dilkhush Mahal, Blue Mountains School Road, Ootacamund- 643001",THE NILGIRIS,TAMIL NADU,643001,board,Primary / Lower Secondary / Upper Secondary / Advanced,Fully residential,2013-05-22,http://www.bluemountainsschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/the-blue-mountains-school-ooty/,2026-08-25
IN782,THE GATEWAY SCHOOL OF MUMBAI,"The Gateway School of Mumbai, Sion-Trombay Road, Next to Deonar Bus Depot, Diagonally opposite TISS, Govandi (E), Mumbai – 400088",MUMBAI SUBURBAN,MAHARASHTRA,400088,board,Upper Secondary,Day school,2013-08-01,https://gatewayschoolmumbai.org/,https://connectedtot.com/find-a-cambridge-school/Details/the-gateway-school-of-mumbai/,2026-08-25
IN785,"Hindustan International School, Guindy","No 40, GST Road, St. Thomas Mount, Chennai - 600016",CHENNAI,TAMIL NADU,600016,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2014-07-16,https://hindustanschools.in/guindy/,https://connectedtot.com/find-a-cambridge-school/Details/hindustan-international-school-guindy-1/,2026-08-25
IN787,N.H. Goel World School,"Vidhan Sabha Road, Post Nardaha, Near Vidhan Sabha Raipur (CG) - 493 111",RAIPUR,CHHATTISGARH,493111,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2015-01-23,https://www.nhgoel.com/,https://connectedtot.com/find-a-cambridge-school/Details/n-h-goel-world-school/,2026-08-25
IN788,"JBCN International School, Parel","Yogi Mansion, CTS No. 244, Dr Vinay walimbe road, Off, Dr SS Rao Marg, Parel East, Parel, Mumbai, Maharashtra 400012",MUMBAI,MAHARASHTRA,400012,board,Lower Secondary / Upper Secondary,Day school,2016-03-03,https://www.jbcnschool.edu.in/parel,https://connectedtot.com/find-a-cambridge-school/Details/jbcn-international-school-parel/,2026-08-25
IN790,Harmony International School,"Plot No.-15, Sec-5, Kharghar,Navi Mumbai,Maharashtra,410210,India",RAIGAD,MAHARASHTRA,410210,board,,,2013-08-01,,https://connectedtot.com/find-a-cambridge-school/Details/harmony-international-school/,2026-08-25
IN791,"Boston World School, Pune","Boston World School, Pune,Casa Mia Survey No. 45/2A,Pisoli Near Hill Green School,Off Nibm Undri Link Road,Pune, Maharashtra 411060,India",PUNE,MAHARASHTRA,411060,board,Upper Secondary / Advanced,,2015-07-20,,https://connectedtot.com/find-a-cambridge-school/Details/boston-world-school-pune/,2026-08-25
IN793,HVB Global Academy,"79 Marine Drive, Mumbai, Maharashtra, India",MUMBAI,MAHARASHTRA,400020,india_post_directory,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2014-04-30,http://www.hvbglobalacademy.org/,https://connectedtot.com/find-a-cambridge-school/Details/hvb-global-academy/,2026-08-25
IN795,"Billabong High International School, Noida","A-73 Sector-34 Noida, Uttar Pradesh, Pin Code - 201301",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201301,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2024-02-06,http://www.billabonghighschoolnoida.com/,https://connectedtot.com/find-a-cambridge-school/Details/billabong-high-international-school-noida/,2026-08-25
IN796,Redbridge International Academy,"114 S Bingipura Village, Begur Koppa Road, Hulimangala Post, Jigani, Bangalore 560 105",BENGALURU URBAN,KARNATAKA,560105,board,Lower Secondary / Upper Secondary,Weekly boarding,2015-08-13,http://ww.rbia.in/,https://connectedtot.com/find-a-cambridge-school/Details/redbridge-international-academy/,2026-08-25
IN798,The Schram Academy,No.189 Perumal Kovil St Rajan Kuppam Ayanambakkam Chennai 600095,THIRUVALLUR,TAMIL NADU,600095,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2015-08-17,https://tsacademy.edu.in/#,https://connectedtot.com/find-a-cambridge-school/Details/the-schram-academy/,2026-08-25
IN804,Omkar Cambridge International School,"P-74/P-89, Phase 2, MIDC Residential Zone Dombivli East Thane District Maharashtra 421203",THANE,MAHARASHTRA,421203,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2013-03-21,https://www.omkarig.in/,https://connectedtot.com/find-a-cambridge-school/Details/omkar-cambridge-international-school/,2026-08-25
IN806,KC High,"KC High, Olympia Panache, 33 Rajiv Gandhi Salai (OMR), Navalur, Chennai - 600130",CHENGALPATTU,TAMIL NADU,600130,board,Primary / Lower Secondary / Upper Secondary,Day school,2013-06-27,http://www.kchigh.com/,https://connectedtot.com/find-a-cambridge-school/Details/kc-high/,2026-08-25
IN812,"The King's School, Kollam","KING'S NAGAR, KOTTIYAM, KOLLAM, KERALA, INDIA. PINCODE: 691571",KOLLAM,KERALA,691571,board,Upper Secondary / Advanced,Day school,2009-07-29,https://thekingsschool.in/,https://connectedtot.com/find-a-cambridge-school/Details/the-kings-school-kollam/,2026-08-25
IN817,Unison World School,Unison World School Mussoorie Diversion Road Dehradun 248009,DEHRADUN,UTTARAKHAND,248009,board,Upper Secondary / Advanced,Fully residential,2009-07-17,https://uws.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/unison-world-school/,2026-08-25
IN818,Mainadevi Bajaj International School,"RSET Campus,Sunder Nagar,Malad[West],Mumbai-400064",MUMBAI SUBURBAN,MAHARASHTRA,400064,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2009-07-13,http://www.mbis.org/,https://connectedtot.com/find-a-cambridge-school/Details/mainadevi-bajaj-international-school/,2026-08-25
IN822,Harvest International School,"Jassowal-Kular,Tehsil - Jagraon,Ludhiana,Punjab 142023,India",LUDHIANA,PUNJAB,142023,board,Primary / Lower Secondary / Upper Secondary / Advanced,Weekly boarding,2009-09-09,https://www.harvestinternationalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/harvest-international-school/,2026-08-25
IN823,"D Y Patil International School, Worli","Opposite M.I.G Colony Adarsh Nagar,Next to Janta Public School,Worli,Mumbai, 400 030",MUMBAI,MAHARASHTRA,400030,board,Lower Secondary / Upper Secondary / Advanced,Day school,2009-09-25,http://www.dypisworli.in/,https://connectedtot.com/find-a-cambridge-school/Details/d-y-patil-international-school-worli/,2026-08-25
IN827,"VIBGYOR High, Bangalore","58/1, Thubarahalli, Whitefield Road (Marathahalli), behind Sriram Samriddhi apartment, Bengaluru - 560066",BENGALURU URBAN,KARNATAKA,560066,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2010-02-11,https://www.vibgyorhigh.com/,https://connectedtot.com/find-a-cambridge-school/Details/vibgyor-high-bangalore/,2026-08-25
IN830,"M.C.T.M. Chidambaram Chettyar International School, Mylapore","179, Luz Church Road, Mylapore, Chennai-600004, Tamil Nadu",CHENNAI,TAMIL NADU,600004,board,Lower Secondary / Upper Secondary,Day school,2010-03-19,https://www.mctminternational.com/,https://connectedtot.com/find-a-cambridge-school/Details/m-c-t-m-chidambaram-chettyar-international-school-mylapore/,2026-08-25
IN836,Kennedy High The Global School,"Bachpally,Miyapur - Medchal Highway,Hyderabad 500090,India",MEDCHAL MALKAJGIRI,TELANGANA,500090,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2010-11-05,http://www.kennedyglobalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/kennedy-high-the-global-school/,2026-08-25
IN837,Vidyanjali International School,"20/1 Ram Mohan Dutta Road,Kolkata,West Bengal,India",KOLKATA,WEST BENGAL,,,Lower Secondary / Upper Secondary / Advanced,Day school,2010-05-24,,https://connectedtot.com/find-a-cambridge-school/Details/vidyanjali-international-school/,2026-08-25
IN838,"The Indian Public School, Erode","Senapathypalayam, Vkundachi palayam(po), Chennimalai Road, Erode - 638112",ERODE,TAMIL NADU,638112,board,Lower Secondary / Upper Secondary / Advanced,Weekly boarding,2010-05-26,http://www.theindianpublicschool.org/,https://connectedtot.com/find-a-cambridge-school/Details/the-indian-public-school-erode/,2026-08-25
IN839,"The Indian Public School, Coimbatore, S.S. Kulam","193, Sathy Road, S.S.Kulam(po), Coimbatore-641103",COIMBATORE,TAMIL NADU,641103,board,Lower Secondary / Upper Secondary / Advanced,Day school,2010-05-25,http://www.tipsglobal.org/,https://connectedtot.com/find-a-cambridge-school/Details/the-indian-public-school-coimbatore-s-s-kulam/,2026-08-25
IN840,Daly College Indore,"Residency Area,Indore,452001,Madhya Pradesh,India",INDORE,MADHYA PRADESH,452001,board,Lower Secondary / Upper Secondary / Advanced,,2010-05-28,http://www.dalycollege.org/,https://connectedtot.com/find-a-cambridge-school/Details/daly-college-indore/,2026-08-25
IN841,Manthan School,"Tellapur Village,Ramachandrapuram Mandal,Sanga Reddy District, Telangana, India",SANGAREDDY,TELANGANA,,,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2010-07-30,http://www.manthanschool.org/,https://connectedtot.com/find-a-cambridge-school/Details/manthan-school/,2026-08-25
IN842,"HLC International, Karanai","Wing Haven 1st Ave, Sholinganallur, Karanai, Chennai, Tamil Nadu 603103",CHENGALPATTU,TAMIL NADU,603103,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2012-01-31,https://hlcschool.in/,https://connectedtot.com/find-a-cambridge-school/Details/hlc-international-karanai/,2026-08-25
IN844,Ecole Globale International Girls School,"Village Horawalla, Chakrata Road, Near Sahaspur, Dehradun, Uttarakhand 248197",DEHRADUN,UTTARAKHAND,248197,board,Upper Secondary / Advanced,Fully residential,2012-09-07,http://www.ecoleglobale.com/,https://connectedtot.com/find-a-cambridge-school/Details/ecole-globale-international-girls-school/,2026-08-25
IN845,The Sun Smart Foundation,"14/25, Chellammal St, Shenoy Nagar, Chennai, Tamil Nadu 600030",CHENNAI,TAMIL NADU,600030,board,Primary / Lower Secondary,Day school,2014-07-04,http://www.thesunsmartfoundation.org/,https://connectedtot.com/find-a-cambridge-school/Details/the-sun-smart-foundation/,2026-08-25
IN852,The Cambria International School and Junior College,"West, Barave Road Road, Radha Nagar, Khadakpada, Kalyan, Maharashtra 421301",THANE,MAHARASHTRA,421301,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2018-07-01,https://cambriaschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/the-cambria-international-school-and-junior-college/,2026-08-25
IN853,Garodia International Centre for Learning Mumbai,"55, 90 Feet Rd., Garodia Nagar, Ghatkopar (E), Mumbai - 400077, India",MUMBAI SUBURBAN,MAHARASHTRA,400077,board,Lower Secondary / Upper Secondary,Day school,2018-06-25,http://giclm.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/garodia-international-centre-for-learning-mumbai/,2026-08-25
IN854,Seven Isles International School,"1114/2B, Besides Gagangiri Tower,Sant Ramdas Marg,Mulund East,Maharashtra 400081,India",MUMBAI SUBURBAN,MAHARASHTRA,400081,board,Lower Secondary / Upper Secondary / Advanced,Day school,2018-07-13,,https://connectedtot.com/find-a-cambridge-school/Details/seven-isles-international-school/,2026-08-25
IN861,The Lakewood School,"Thakur Colony, Pakhowal Road, Ludhiana, Punjab 141002, India",LUDHIANA,PUNJAB,141002,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2018-12-04,http://www.thelakewoodschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/the-lakewood-school/,2026-08-25
IN867,South City International School,"375, Prince Anwar Shah Road,Kolkata,India",KOLKATA,WEST BENGAL,700068,same_school_other_board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2010-11-11,http://www.scis.co.in/,https://connectedtot.com/find-a-cambridge-school/Details/south-city-international-school/,2026-08-25
IN868,"Vaels International School, Injambakkam","VALMIKI ST, ECR, INJAMBAKKAM, CHENNAI - 600115",CHENNAI,TAMIL NADU,600115,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2010-11-23,http://www.vaelsinternationalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/vaels-international-school-injambakkam/,2026-08-25
IN869,The Universal School,"Valencia Towers, Tukaram Javaji Marg, behind Bhatia Hospital, Grant Road (W), Tardeo, Mumbai, Maharashtra 400007, India",MUMBAI,MAHARASHTRA,400007,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2011-03-22,https://tardeo.universalschool.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/the-universal-school/,2026-08-25
IN871,GEMS Akademia Global School,"Bakrahat Road, Thakurpukur, P.O. Rasapunja, Kolkata-700104",24 PARAGANAS SOUTH,WEST BENGAL,700104,board,Upper Secondary / Advanced,Fully residential,2012-03-28,http://www.gemsakademia.in/,https://connectedtot.com/find-a-cambridge-school/Details/gems-akademia-global-school/,2026-08-25
IN872,"The Geekay World School, Ranipet","#450/A/1A2 , Lalapet Road ,Ammoor Town Panchayat,Walajah Taluk, Ranipet, Tamil Nadu 632501",Ranipet,TAMIL NADU,632501,board,Lower Secondary / Upper Secondary / Advanced,Day-cum-boarding,2012-03-30,http://www.gked.in/,https://connectedtot.com/find-a-cambridge-school/Details/the-geekay-world-school-ranipet/,2026-08-25
IN874,Christ Church School,"Clare Road, Byculla West, Mumbia 400008, Maharashntra, India",MUMBAI,MAHARASHTRA,400008,board,Primary / Lower Secondary / Upper Secondary,Day school,2012-04-30,http://www.christchurchscholschoolmumbai.org/,https://connectedtot.com/find-a-cambridge-school/Details/christ-church-school/,2026-08-25
IN879,Candor International School,"Begur-Koppa Road, Hullahalli, Bangalore, Karnataka - 560105",BENGALURU URBAN,KARNATAKA,560105,board,Lower Secondary / Upper Secondary / Advanced,Day school,2012-06-25,http://www.candorschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/candor-international-school/,2026-08-25
IN881,Sri Vani International School,"1246/47 Fourth Main, Rajaji Nagar Second Stage,Bangalore,KarnatakaIndia",BENGALURU URBAN,KARNATAKA,,,Primary / Upper Secondary,,2012-06-26,,https://connectedtot.com/find-a-cambridge-school/Details/sri-vani-international-school/,2026-08-25
IN882,"CPS Global School, Thirumazhisai","Thiruvallur Road, SH50, Thirumazhisai, Chennai 600124, Tamil Nadu, India",THIRUVALLUR,TAMIL NADU,600124,board,Primary / Lower Secondary / Upper Secondary,Weekly boarding,2012-07-25,http://www.cpsglobalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/cps-global-school-thirumazhisai-1/,2026-08-25
IN884,Pathashaala (PCFL - KFI),"Ellumichampet Village, Vallipuram (via), Thirukazhukundram Taluk, Chengalpattu district, Tamilnadu 603405",CHENGALPATTU,TAMIL NADU,603405,board,Upper Secondary / Advanced,Fully residential,2012-07-10,https://www.pcfl-kfi.org/pathashaala/home,https://connectedtot.com/find-a-cambridge-school/Details/pathashaala-pcfl-kfi/,2026-08-25
IN885,MET Rishikul Vidyalaya,"Mumbai Educational Trust Complex, Gen. A. K. Vaidya Marg, Bandra Reclamation, Bandra West, Mumbai 400 050, Maharashtra, India",MUMBAI SUBURBAN,MAHARASHTRA,400050,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2012-06-30,http://www.mrv.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/met-rishikul-vidyalaya/,2026-08-25
