cisce_code,name,address,locality,district,state,pincode,pincode_source,courses,classification,gender,on_current_register,latitude,longitude,website,source_url,captured_on
AP127,Nirmala English Medium High School,"Vijayawada, Krishna, Andhra Pradesh, 520010, India",Vijayawada,Krishna,Andhra Pradesh,520010,board,ICSE,Day,Co-ed.,true,16.4879436,80.6809593,https://nirmalahighschool.com,https://locate.cisce.org/,2026-08-25
AP128,St. Patrick's Academy ( E..m ) High School,"RAVULAPALEM, East Godavari, Andhra Pradesh, 533238, India",RAVULAPALEM,East Godavari,Andhra Pradesh,533238,board,ICSE,Day/Residential,Co-ed.,true,16.762483,81.8423198,https://stpatricksraap.com,https://locate.cisce.org/,2026-08-25
AP129,Bethany School,"VISAKHAPATNAM, Visakhapatnam, Andhra Pradesh, 530041, India",VISAKHAPATNAM,Visakhapatnam,Andhra Pradesh,530041,board,ICSE,Day,Co-ed.,true,17.8092138,83.3413439,,https://locate.cisce.org/,2026-08-25
AP130,Don Bosco Em School,"Mangalagiri, Guntur, Andhra Pradesh, 522503, India",Mangalagiri,Guntur,Andhra Pradesh,522503,board,ICSE,Day,Co-ed.,true,16.4505327,80.5668897,https://www.dbsmangalagiriicse.org,https://locate.cisce.org/,2026-08-25
AP131,St. Charles (EM) High School,"CHILAKALURIPET, Palnadu, Andhra Pradesh, 522616, India",CHILAKALURIPET,Palnadu,Andhra Pradesh,522616,board,ICSE,Day,Co-ed.,true,16.0852362,80.1754133,https://www.stcharlesemcpt.com,https://locate.cisce.org/,2026-08-25
AP132,Rosa Mystica School,"KUPPAM, Chittoor, Andhra Pradesh, 517425, India",KUPPAM,Chittoor,Andhra Pradesh,517425,board,ICSE,Day,Co-ed.,true,12.7410256,78.3444325,https://rosamystica.co.in/,https://locate.cisce.org/,2026-08-25
AP133,Auxilium High School,"GUNTUR, Guntur, Andhra Pradesh, 522006, India",GUNTUR,Guntur,Andhra Pradesh,522006,board,ICSE,Day/Boarding,Co-ed.,false,15.459899,80.0204803,,https://locate.cisce.org/,2026-08-25
AR001,Don Bosco School,"Khonsa, Tirap, Arunachal Pradesh, 786 630, India",Khonsa,Tirap,Arunachal Pradesh,786630,board,ICSE,Residential,Co-ed.,true,26.9925901,95.5014167,,https://locate.cisce.org/,2026-08-25
AR002,Light Of The World School,"CHANGLANG, Changlang, Arunachal Pradesh, 792 122, India",CHANGLANG,Changlang,Arunachal Pradesh,792122,board,ICSE / ISC,Day,Co-ed.,true,27.4878306,96.205936,,https://locate.cisce.org/,2026-08-25
AR003,Newman School,"CHANGLANG, Changlang, Arunachal Pradesh, 792 122, India",CHANGLANG,Changlang,Arunachal Pradesh,792122,board,ICSE,Day/Residential,Co-ed.,true,27.456737,96.144386,,https://locate.cisce.org/,2026-08-25
AR004,St. George's School,"TIRAP, Tirap, Arunachal Pradesh, 786 629, India",TIRAP,Tirap,Arunachal Pradesh,786629,board,ICSE,Day/Boarding,Co-ed.,true,27.1973178,95.4678242,,https://locate.cisce.org/,2026-08-25
AR005,Holy Rosary School,"Laktong, Changlang, Arunachal Pradesh, 792120, India",Laktong,Changlang,Arunachal Pradesh,792120,board,ICSE,Day,Co-ed.,true,27.1376739,95.724864,,https://locate.cisce.org/,2026-08-25
AR006,Christ King School,"Khonsa, Tirap, Arunachal Pradesh, 792130, India",Khonsa,Tirap,Arunachal Pradesh,792130,board,ICSE,Day,Co-ed.,true,26.9925901,95.5014167,,https://locate.cisce.org/,2026-08-25
AR007,Don Bosco School,"P.O. : Longding, Longding, Arunachal Pradesh, 792131, India",P.O. : Longding,Longding,Arunachal Pradesh,792131,board,ICSE,Day,Co-ed.,true,26.837169,95.3520876,,https://locate.cisce.org/,2026-08-25
AR008,Don Bosco School,"Nonpu, Papum Pare, Arunachal Pradesh, 791112, India",Nonpu,Papum Pare,Arunachal Pradesh,791112,board,ICSE,Day,Co-ed.,true,27.1580262,93.7504654,,https://locate.cisce.org/,2026-08-25
AR009,Krick & Boury Memorial School,"Tezu, Lohit, Arunachal Pradesh, 792001, India",Tezu,Lohit,Arunachal Pradesh,792001,board,ICSE,Day,Co-ed.,true,27.9276542,96.1533094,,https://locate.cisce.org/,2026-08-25
AR010,Don Bosco School,"Mebo, East Siang, Arunachal Pradesh, 791104, India",Mebo,East Siang,Arunachal Pradesh,791104,board,ICSE,Day,Co-ed.,true,28.1668906,95.409039,,https://locate.cisce.org/,2026-08-25
AR011,Don Bosco School,"Bordumsa, Changlang, Arunachal Pradesh, 792 056, India",Bordumsa,Changlang,Arunachal Pradesh,792056,board,ICSE,Day,Co-ed.,true,27.5284174,95.8934978,,https://locate.cisce.org/,2026-08-25
AR012,St. Jude School,"Avoipur, Changlang, Arunachal Pradesh, 792103, India",Avoipur,Changlang,Arunachal Pradesh,792103,board,ICSE,Day,Co-ed.,true,27.5357246,96.0888136,,https://locate.cisce.org/,2026-08-25
AR013,St. Xavier's School,"Lazu, Tirap, Arunachal Pradesh, 792130, India",Lazu,Tirap,Arunachal Pradesh,792130,board,ICSE,Day,Co-ed.,true,26.8989875,95.5774292,,https://locate.cisce.org/,2026-08-25
AR014,St. Mary's School,"Namsai, Lohit, Arunachal Pradesh, 792103, India",Namsai,Lohit,Arunachal Pradesh,792103,board,ICSE,Day,Co-ed.,true,27.6666459,95.8625935,,https://locate.cisce.org/,2026-08-25
AR015,Mount Carmel School,"Namsai, Namsai, Arunachal Pradesh, 792105, India",Namsai,Namsai,Arunachal Pradesh,792105,board,ICSE,Day,Co-ed.,true,27.6340793,95.8112732,,https://locate.cisce.org/,2026-08-25
AR016,Ferrando School,"Mahadevpur, Namsai, Arunachal Pradesh, 792105, India",Mahadevpur,Namsai,Arunachal Pradesh,792105,board,ICSE / ISC,Day/Boarding,Co-ed.,true,27.6340793,95.8112732,,https://locate.cisce.org/,2026-08-25
AR017,St. Alphonsa School,"Namsai, Namsai, Arunachal Pradesh, 792102, India",Namsai,Namsai,Arunachal Pradesh,792102,board,ICSE,Day/Boarding,Boys,true,27.8076941,96.0326987,,https://locate.cisce.org/,2026-08-25
AR018,San Bonaventure School,"Diyun, Changlang, Arunachal Pradesh, 792103, India",Diyun,Changlang,Arunachal Pradesh,792103,board,ICSE,Day,Co-ed.,true,27.5409905,96.1004566,,https://locate.cisce.org/,2026-08-25
AR019,Auxilium School,"Tezu, Lohit, Arunachal Pradesh, 792001, India",Tezu,Lohit,Arunachal Pradesh,792001,board,ICSE,Day/Boarding,Co-ed.,true,27.9276542,96.1533094,,https://locate.cisce.org/,2026-08-25
AR020,St. Joseph School,"Medo, Lohit, Arunachal Pradesh, 792102, India",Medo,Lohit,Arunachal Pradesh,792102,board,ICSE,Day,Co-ed.,true,27.8040931,96.2111266,,https://locate.cisce.org/,2026-08-25
AR021,St. Xavier's School,"Bhalukpong, West Kameng, Arunachal Pradesh, 790114, India",Bhalukpong,West Kameng,Arunachal Pradesh,790114,board,ICSE,Day,Co-ed.,true,27.0137499,92.6344812,,https://locate.cisce.org/,2026-08-25
AS001,Carmel School,"Upper Assam, Tinsukia, Assam, 786 171, India",Upper Assam,Tinsukia,Assam,786171,board,ICSE,Day,Co-ed.,true,27.395032,95.6286636,,https://locate.cisce.org/,2026-08-25
AS003,Carmel School,"JORHAT, Jorhat, Assam, 785 008, India",JORHAT,Jorhat,Assam,785008,board,ICSE / ISC,Day,Co-ed.,true,26.707144,94.2410257,,https://locate.cisce.org/,2026-08-25
AS004,The Assam Valley School,"Sonitpur, Sonitpur, Assam, 784 101, India",Sonitpur,Sonitpur,Assam,784101,board,ICSE / ISC,Residential,Co-ed.,true,26.8256582,92.775492,https://www.assamvalleyschool.org,https://locate.cisce.org/,2026-08-25
AS005,Don Bosco School,"Sashipur, Tamulpur, Assam, 781 360, India",Sashipur,Tamulpur,Assam,781360,board,ICSE / ISC,Day,Co-ed.,true,26.7874586,91.4954523,,https://locate.cisce.org/,2026-08-25
AS006,Sanskriti The Gurukul,"Guwahati, Kamrup Metropolitan, Assam, 781 035, India",Guwahati,Kamrup Metropolitan,Assam,781035,board,ICSE / ISC,Day/Boarding,Co-ed.,true,26.1051468,91.7125264,https://www.sanskritithegurukul.in,https://locate.cisce.org/,2026-08-25
AS008,Shiksha The Gurukul,"TINSUKIA, Tinsukia, Assam, 786 150, India",TINSUKIA,Tinsukia,Assam,786150,board,ICSE / ISC,Day/Residential,Co-ed.,true,27.5429216,95.5137553,https://www.shikshathegurukul.com,https://locate.cisce.org/,2026-08-25
AS009,Pranabananda International School,"Silchar, Cachar, Assam, 788003, India",Silchar,Cachar,Assam,788003,board,ICSE / ISC,Day,Co-ed.,true,24.8258329,92.7867637,,https://locate.cisce.org/,2026-08-25
BI001,Mount Assisi School,"BHAGALPUR, Bhagalpur, Bihar, 812 001, India",BHAGALPUR,Bhagalpur,Bihar,812001,board,ICSE / ISC,Day,Co-ed.,true,25.2478172,86.9870119,https://www.mountassisibgp.in,https://locate.cisce.org/,2026-08-25
BI002,Carmel School,"Barari Road, Bhagalpur, Bihar, 812 003, India",Barari Road,Bhagalpur,Bihar,812003,board,ICSE / ISC,Day,Girls,true,25.2666709,87.0228149,https://www.carmelschoolbhagalpur.com,https://locate.cisce.org/,2026-08-25
BI003,North Point Children's School,"MUZAFFARPUR, Muzaffarpur, Bihar, 842 002, India",MUZAFFARPUR,Muzaffarpur,Bihar,842002,board,ICSE / ISC,Day,Co-ed.,true,26.1134516,85.3954719,https://www.npchildrensschool.com,https://locate.cisce.org/,2026-08-25
BI004,St. Joseph's Convent High School,"PATNA, Patna, Bihar, 800 004, India",PATNA,Patna,Bihar,800004,board,ICSE / ISC,Day,Girls,true,25.6211285,85.150733,https://www.sjccjpatna.com,https://locate.cisce.org/,2026-08-25
BI005,Don Bosco Academy,"Patna, Patna, Bihar, 800 011, India",Patna,Patna,Bihar,800011,board,ICSE / ISC,Day,Co-ed.,true,25.6383439,85.1005249,https://www.donboscopatna.com,https://locate.cisce.org/,2026-08-25
BI008,St. Paul's School,"BEGUSARAI, Begusarai, Bihar, 851 101, India",BEGUSARAI,Begusarai,Bihar,851101,board,ICSE / ISC,Day,Co-ed.,true,25.4186001,86.122175,,https://locate.cisce.org/,2026-08-25
BI009,St. Paul's High School,"PATNA, Patna, Bihar, 800 011, India",PATNA,Patna,Bihar,800011,board,ICSE / ISC,Day,Co-ed.,true,25.6445298,85.0956785,,https://locate.cisce.org/,2026-08-25
BI011,St. Joseph's School,"Bhagalpur, Bhagalpur, Bihar, 812 007, India",Bhagalpur,Bhagalpur,Bihar,812007,board,ICSE / ISC,Day,Co-ed.,true,25.2406125,86.9525469,https://www.sjsbhagalpur.org,https://locate.cisce.org/,2026-08-25
BI012,St. Paul's Academy,"PATNA, Patna, Bihar, 800 001, India",PATNA,Patna,Bihar,800001,board,ICSE / ISC,Day,Co-ed.,true,25.617046,85.1285425,,https://locate.cisce.org/,2026-08-25
BI013,G E M S English School,"ROHTAS, Rohtas, Bihar, 821 307, India",ROHTAS,Rohtas,Bihar,821307,board,ICSE / ISC,Day/Residential,Co-ed.,true,24.9061239,84.191193,https://www.dehri.ges.edu.in,https://locate.cisce.org/,2026-08-25
BI014,St. John's High School,"East Boring Canal Road, Patna, Bihar, 800 001, India",East Boring Canal Road,Patna,Bihar,800001,board,ICSE / ISC,Day,Co-ed.,true,25.6159555,85.1207163,,https://locate.cisce.org/,2026-08-25
BI015,International School,"PATNA, Patna, Bihar, 800 013, India",PATNA,Patna,Bihar,800013,board,ICSE / ISC,Day,Co-ed.,true,25.6241944,85.1100762,https://international-school.in,https://locate.cisce.org/,2026-08-25
BI016,Lohia Nagar Mount Carmel High School,"PATNA, Patna, Bihar, 800 020, India",PATNA,Patna,Bihar,800020,board,ICSE / ISC,Day,Co-ed.,true,25.5932239,85.1576079,https://www.Lmcgroupedu.org,https://locate.cisce.org/,2026-08-25
BI017,St. Albert's High School,"Patel Nagar, Patna, Bihar, 800 023, India",Patel Nagar,Patna,Bihar,800023,board,ICSE,Day,Co-ed.,true,25.2011587,85.5140599,https://stalbertspatna.com,https://locate.cisce.org/,2026-08-25
BI018,Christ Church High School,"Kadam Kuan, Patna, Bihar, 800 003, India",Kadam Kuan,Patna,Bihar,800003,board,ICSE,Day,Co-ed.,true,25.6107473,85.1531276,,https://locate.cisce.org/,2026-08-25
BI020,St. Teresa's School,"BHAGALPUR, Bhagalpur, Bihar, 812005, India",BHAGALPUR,Bhagalpur,Bihar,812005,board,ICSE / ISC,Day,Co-ed.,true,25.223444,86.9840392,https://www.stsbhagalpur.org,https://locate.cisce.org/,2026-08-25
BI021,St. Joseph's School,"Kahalgaon, Bhagalpur, Bihar, 813 203, India",Kahalgaon,Bhagalpur,Bihar,813203,board,ICSE / ISC,Day,Co-ed.,true,25.2466071,87.2255414,https://www.stjosephskahalgaon.com,https://locate.cisce.org/,2026-08-25
BI022,St. M.G. Public School,"Kannu Lal Road, Patna, Bihar, 800 001, India",Kannu Lal Road,Patna,Bihar,800001,board,ICSE,Day,Co-ed.,true,25.595757,85.1291548,https://www.mgpschool.co.in,https://locate.cisce.org/,2026-08-25
BI023,Jesus And Mary Academy,"PATNA, Patna, Bihar, 800 008, India",PATNA,Patna,Bihar,800008,board,ICSE / ISC,Day,Co-ed.,true,25.5948807,85.2347905,https://www.jesusandmarypatna.com,https://locate.cisce.org/,2026-08-25
BI024,St. Xavier's High School,"Gandhi Maidan Marg, Patna, Bihar, 800 001, India",Gandhi Maidan Marg,Patna,Bihar,800001,board,ICSE / ISC,Day,Co-ed.,true,25.6199654,85.1428501,https://www.stxavierspatna.in,https://locate.cisce.org/,2026-08-25
BI025,Carmel High School,"Bailey Road, Patna, Bihar, 800 001, India",Bailey Road,Patna,Bihar,800001,board,ICSE / ISC,Day,Girls,true,25.6050106,85.0847119,https://www.patnacarmel.com,https://locate.cisce.org/,2026-08-25
BI026,Madonna English School,"DARBHANGA, Darbhanga, Bihar, 846 003, India",DARBHANGA,Darbhanga,Bihar,846003,board,ICSE,Day,Co-ed.,true,26.1360222,85.9087876,,https://locate.cisce.org/,2026-08-25
BI027,Red Carpet High School,"Rajendra Nagar, Patna, Bihar, 800 016, India",Rajendra Nagar,Patna,Bihar,800016,board,ICSE,Day,Co-ed.,true,25.6087262,85.1576153,,https://locate.cisce.org/,2026-08-25
BI028,St. Joseph's School,"Jhajha, Jamui, Bihar, 811 308, India",Jhajha,Jamui,Bihar,811308,board,ICSE,Day,Co-ed.,true,24.7744999,86.3756867,https://www.stjosephsjhajha.org,https://locate.cisce.org/,2026-08-25
BI029,St. Paul's School,"Nathnagar, Bhagalpur, Bihar, 812 004, India",Nathnagar,Bhagalpur,Bihar,812004,board,ICSE / ISC,Day,Co-ed.,true,25.2460298,86.9355992,https://www.spsbhagalpur.com,https://locate.cisce.org/,2026-08-25
BI030,St. Joseph's School,"Jagatpur, Banka, Bihar, 813 102, India",Jagatpur,Banka,Bihar,813102,board,ICSE / ISC,Day,Co-ed.,true,25.6668917,84.6034271,https://www.sjsbanka.com,https://locate.cisce.org/,2026-08-25
BI031,Holy Family School,"BHAGALPUR, Bhagalpur, Bihar, 813 210, India",BHAGALPUR,Bhagalpur,Bihar,813210,board,ICSE / ISC,Day,Co-ed.,true,25.2383467,87.0230691,https://www.holyfamilyschoolbgp.com,https://locate.cisce.org/,2026-08-25
BI032,St. Joseph's Convent High School,"PATNA, Patna, Bihar, 803 201, India",PATNA,Patna,Bihar,803201,board,ICSE,Day,Girls,true,25.5368899,85.2851801,https://www.sjcjethuli.in,https://locate.cisce.org/,2026-08-25
BI033,St. Joseph's School,"JAMUI, Jamui, Bihar, 811 307, India",JAMUI,Jamui,Bihar,811307,board,ICSE / ISC,Day,Co-ed.,true,24.9264073,86.2204552,,https://locate.cisce.org/,2026-08-25
BI034,The Bishop's Heritage School,"Patna, Patna, Bihar, 801 103, India",Patna,Patna,Bihar,801103,board,ICSE,Day,Co-ed.,true,25.6045338,85.0774098,,https://locate.cisce.org/,2026-08-25
BI035,Ld Don Bosco School,"Bhagalpur, Bhagalpur, Bihar, 812001, India",Bhagalpur,Bhagalpur,Bihar,812001,board,ICSE,Day,Co-ed.,true,25.2546439,86.9815082,https://www.lddonboscoschool.com,https://locate.cisce.org/,2026-08-25
BI036,Don Bosco School,"Katihar, Katihar, Bihar, 854 105, India",Katihar,Katihar,Bihar,854105,board,ICSE / ISC,Day,Co-ed.,true,25.5426205,87.5550361,https://www.donboscoschoolkatihar.com,https://locate.cisce.org/,2026-08-25
BI037,Carmel School,"BUXAR, Buxar, Bihar, 802 116, India",BUXAR,Buxar,Bihar,802116,board,ICSE / ISC,Day,Co-ed.,true,25.5854279,84.0246733,,https://locate.cisce.org/,2026-08-25
BI038,The Kirk View School,"GAYA, Gaya, Bihar, 823001, India",GAYA,Gaya,Bihar,823001,board,ICSE / ISC,Day,Co-ed.,true,24.7913957,85.0002336,https://thekirkviewschool.org,https://locate.cisce.org/,2026-08-25
BI039,Ursuline Convent English Medium School,"Purnea City, Purnia, Bihar, 854302, India",Purnea City,Purnia,Bihar,854302,board,ICSE / ISC,Day,Co-ed.,true,25.7710348,87.4775376,https://www.ucemspc.com,https://locate.cisce.org/,2026-08-25
BI040,St. Francis Academy,"Motihari, East Champaran, Bihar, 845401, India",Motihari,East Champaran,Bihar,845401,board,ICSE,Day,Co-ed.,true,26.632356,84.9114976,https://www.stfrancismotihari.com,https://locate.cisce.org/,2026-08-25
BI042,Nazareth Academy,"MOKAMA, Patna, Bihar, 803302, India",MOKAMA,Patna,Bihar,803302,board,ICSE,Day,Boys,true,25.3897077,85.9204475,,https://locate.cisce.org/,2026-08-25
BI043,St. Paul's Academy,"Hajipur, Vaishali, Bihar, 844101, India",Hajipur,Vaishali,Bihar,844101,board,ICSE,Day,Co-ed.,true,25.6751896,85.224369,https://www.stpaulsacademyhajipur.in,https://locate.cisce.org/,2026-08-25
BI044,St. Mary's School (English Medium),"BUXAR, Buxar, Bihar, 802101, India",BUXAR,Buxar,Bihar,802101,board,ICSE / ISC,Day,Co-ed.,true,25.5568322,83.9628554,https://www.stmarysschoolbxr.org,https://locate.cisce.org/,2026-08-25
BI045,St Xavier's School,"PURNEA, Purnia, Bihar, 854301, India",PURNEA,Purnia,Bihar,854301,board,ICSE,Day,Co-ed.,true,25.8127833,87.485158,https://www.stxaviersschoolbaghmara.com,https://locate.cisce.org/,2026-08-25
BI046,Darbhanga Junior Public School,"Darbhanga, Darbhanga, Bihar, 846008, India",Darbhanga,Darbhanga,Bihar,846008,board,ICSE,Day,Co-ed.,true,26.1231394,85.9027755,https://www.schooldjps.com/,https://locate.cisce.org/,2026-08-25
BI047,Gyanasthali High School,"BARH, Patna, Bihar, 803321, India",BARH,Patna,Bihar,803321,board,ICSE,Day,Co-ed.,true,25.4879929,85.7369172,,https://locate.cisce.org/,2026-08-25
BI048,Gems English School,"Aurangabad, Aurangabad, Bihar, 824121, India",Aurangabad,Aurangabad,Bihar,824121,board,ICSE,Day,Co-ed.,true,24.8055542,84.3200184,https://aurangabad.ges.edu.in,https://locate.cisce.org/,2026-08-25
BI049,GEMS ENGLISH SCHOOL,"DARBHANGA, Darbhanga, Bihar, 847429, India",DARBHANGA,Darbhanga,Bihar,847429,board,ICSE,Day,Co-ed.,true,26.1388547,85.9202028,,https://locate.cisce.org/,2026-08-25
BI050,Rajendra Vidyalaya,"SASARAM, Rohtas, Bihar, 821115, India",SASARAM,Rohtas,Bihar,821115,board,ICSE,Day,Co-ed.,true,24.6287405,83.9201656,,https://locate.cisce.org/,2026-08-25
BI051,Notre Dame High School,"Arrah, Bhojpur, Bihar, 802301, India",Arrah,Bhojpur,Bihar,802301,board,ICSE,Day,Co-ed.,true,25.5807366,84.6746342,https://www.notredamehighschool.in,https://locate.cisce.org/,2026-08-25
BI052,Nirmala Academy,"DARBHANGA, Darbhanga, Bihar, 846009, India",DARBHANGA,Darbhanga,Bihar,846009,board,ICSE,Day,Co-ed.,true,25.9980514,85.8921123,https://www.nirmalaacademycic.com/,https://locate.cisce.org/,2026-08-25
BI053,B P Indraprastha International School,"MUZAFFARPUR, Muzaffarpur, Bihar, 842002, India",MUZAFFARPUR,Muzaffarpur,Bihar,842002,board,ICSE,Day/Boarding,Co-ed.,true,26.1040624,85.3992624,https://indraprasthamuzaffarpur.com/,https://locate.cisce.org/,2026-08-25
BI054,St. Xavier's School,"Arrah, Bhojpur, Bihar, 802301, India",Arrah,Bhojpur,Bihar,802301,board,ICSE,Day,Co-ed.,true,25.5516936,84.6705998,https://www.stxaviersara.in,https://locate.cisce.org/,2026-08-25
BI055,St. Basil's School,"RAXAUL, East Champaran, Bihar, 845305, India",RAXAUL,East Champaran,Bihar,845305,board,ICSE,Day,Co-ed.,true,26.9818202,84.8429331,https://www.stbasilsschoolraxaul.com,https://locate.cisce.org/,2026-08-25
BI056,St Alphonsa School,"CHANDAN, Banka, Bihar, 814131, India",CHANDAN,Banka,Bihar,814131,board,ICSE,Day,Co-ed.,true,24.6152356,86.6686635,https://www.stalphonsajhingajhal.in,https://locate.cisce.org/,2026-08-25
BI057,The Maalinyai School,"Patna, Patna, Bihar, 800026, India",Patna,Patna,Bihar,800026,board,ICSE,Day,Co-ed.,true,25.5932954,85.179546,https://www.maalinyaischool.org,https://locate.cisce.org/,2026-08-25
BI058,Gems English School,"BHABUA, Kaimur, Bihar, 821109, India",BHABUA,Kaimur,Bihar,821109,board,ICSE,Day,Co-ed.,true,25.1030396,83.6375032,https://www.bare.ges.edu.in,https://locate.cisce.org/,2026-08-25
BI059,St. Teresa's School,"BHAGALPUR, Bhagalpur, Bihar, 813209, India",BHAGALPUR,Bhagalpur,Bihar,813209,board,ICSE,Day,Co-ed.,false,25.2145846,87.3723884,,https://locate.cisce.org/,2026-08-25
BI060,Holy Family School,"BHAGALPUR, Bhagalpur, Bihar, 812005, India",BHAGALPUR,Bhagalpur,Bihar,812005,board,ICSE,Day,Co-ed.,false,25.1757756,86.9674145,,https://locate.cisce.org/,2026-08-25
BI061,Krishna International Public School,"Jehanabad, Jehanabad, Bihar, 804429, India",Jehanabad,Jehanabad,Bihar,804429,board,ICSE,Day,Co-ed.,false,25.203312,84.9186993,,https://locate.cisce.org/,2026-08-25
BI062,St. Joseph Catholic School,"KOCHAS, Rohtas, Bihar, 821112, India",KOCHAS,Rohtas,Bihar,821112,board,ICSE,Day,Co-ed.,false,25.2317563,83.9217774,https://www.sjcskochas.org,https://locate.cisce.org/,2026-08-25
BI063,Delhi Public School,"MUZAFFARPUR, Muzaffarpur, Bihar, 843118, India",MUZAFFARPUR,Muzaffarpur,Bihar,843118,board,ICSE,Day,Co-ed.,false,26.1200852,85.5336466,https://dpssharfuddinpur.com,https://locate.cisce.org/,2026-08-25
